customer_id,name_ar,risk_level,screening_status,account_status,wallet_status,report_status,risk_exception_approved,risk_exception_reference,dormant_handling_status
CUST100084,كريم حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100085,خالد يوسف,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100086,أحمد يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100087,Ahmed Hassan,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100088,ياسمين منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100089,آية حسن,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100090,نور إبراهيم,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100091,آية عبدالله,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100092,آية يوسف,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100093,مريم محمد,LOW,NO_MATCH,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100094,إسراء محمود,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100095,علي علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100096,يوسف يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100097,مصطفى عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100098,كريم أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100099,محمود عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100100,آية إبراهيم,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100101,عمر إبراهيم,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100102,آية كمال,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100103,محمد حسن,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100104,ياسمين محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100105,ياسمين حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100106,ياسمين حسين,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100107,مصطفى كمال,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100108,منى مراد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100109,خالد أحمد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100110,علي منصور,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100111,ياسمين حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100112,دينا حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100113,منى محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100114,هبة حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100115,دينا إبراهيم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100116,محمد مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100117,محمود سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100118,يوسف فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100119,محمود إبراهيم,HIGH,CLEAR,ACTIVE,OPENED,OPENED,True,EXC-100119,NOT_REQUIRED
CUST100120,نور أحمد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100121,مصطفى علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100122,مصطفى محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100123,منى حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100124,إسراء يوسف,LOW,CLEAR,DORMANT,PENDING,PENDING,False,,COMPLETED
CUST100125,دينا يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100126,أحمد يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100127,ياسمين منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100128,دينا سالم,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100129,كريم منصور,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100130,دينا عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100131,دينا فؤاد,MEDIUM,HIGH_RISK,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100132,أحمد عمر,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100133,دينا عمر,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100134,ياسمين منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100135,سارة أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100136,كريم فؤاد,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100137,محمد محمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100138,سارة عمر,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100139,نور سالم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100140,عبدالرحمن كمال,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100141,يوسف محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100142,علي كمال,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100143,نور يوسف,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100144,عبدالرحمن محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100145,,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100146,محمد إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100147,يوسف عمر,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100148,آية فؤاد,MEDIUM,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100149,أحمد يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100150,إسراء محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100151,علي إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100152,عبدالله عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100153,علي كمال,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100154,نور محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100155,مصطفى سالم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100156,محمود علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100157,دينا يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100158,هبة محمد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100159,ياسمين محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100160,عبدالرحمن سالم,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100161,مصطفى إبراهيم,LOW,NO_MATCH,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100162,نور يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100163,نور إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100164,نور إبراهيم,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100165,آية علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100166,سارة أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100167,عمر محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100168,سارة مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100169,محمد كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100170,محمود منصور,LOW,NO_MATCH,DORMANT,OPENED,OPENED,False,,PENDING
CUST100171,أحمد منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100172,ياسمين محمد,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100173,خالد حسن,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100174,مصطفى أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100175,منى محمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100176,خالد محمود,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100177,عمر حسن,MEDIUM,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100178,عبدالله حسين,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100179,هبة أحمد,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100180,عبدالله منصور,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100181,عمر كمال,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100182,منى فؤاد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100183,مصطفى عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100184,منى عبدالله,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100185,نور محمود,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100186,عمر حسن,MEDIUM,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100187,مريم سالم,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100188,يوسف سالم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100189,سارة أحمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100190,مصطفى عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100191,كريم محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100192,كريم حسن,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100193,مريم فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100194,عبدالرحمن إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100195,أحمد منصور,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100196,سارة فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100197,محمود مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100198,سارة يوسف,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100199,عبدالرحمن منصور,LOW,NO_MATCH,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100200,مريم كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100201,عبدالله إبراهيم,MEDIUM,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100202,منى مراد,MEDIUM,NO_MATCH,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100203,مصطفى عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100204,منى منصور,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100205,علي كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100206,ياسمين إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100207,عبدالرحمن فؤاد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100208,علي محمود,HIGH,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100209,ياسمين مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100210,علي منصور,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100211,,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100212,ياسمين عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100213,نور كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100214,خالد علي,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100215,علي علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100216,أحمد إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100217,أحمد فؤاد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100218,نور يوسف,HIGH,CLEAR,DORMANT,REVIEW,REVIEW,False,,COMPLETED
CUST100219,عبدالله عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100220,محمود منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100221,منى سالم,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100222,خالد مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,PENDING
CUST100223,يوسف منصور,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100224,خالد عبدالله,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100225,سارة مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100226,آية علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100227,دينا مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100228,هبة حسن,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100229,عمر محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100230,منى يوسف,LOW,CLEAR,DORMANT,OPENED,OPENED,False,,PENDING
CUST100231,إسراء عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100232,محمد مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100233,ياسمين عمر,HIGH,CLEAR,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100234,منى منصور,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100235,خالد محمد,MEDIUM,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100236,مصطفى أحمد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100237,نور علي,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100238,سارة محمود,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100239,كريم أحمد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100240,محمود إبراهيم,LOW,HIGH_RISK,ACTIVE,REVIEW,REVIEW,False,,NOT_REQUIRED
CUST100241,دينا عمر,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100242,أحمد مراد,LOW,NO_MATCH,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100243,كريم إبراهيم,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100244,كريم كمال,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100245,أحمد مراد,LOW,CLEAR,ACTIVE,PENDING,PENDING,False,,NOT_REQUIRED
CUST100246,ياسمين يوسف,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100247,نور عبدالله,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100248,ياسمين محمود,LOW,PENDING,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
CUST100249,محمد مراد,LOW,CLEAR,ACTIVE,OPENED,OPENED,False,,NOT_REQUIRED
