customer_id,name_ar,name_en,national_id,risk_level,screening_status,account_status,last_transaction_date,wallet_status,risk_exception_approved,risk_exception_reference,risk_exception_reviewer,dormant_handling_status
CUST100130,دينا عبدالله,Dina Abdallah,SYN999479718301,LOW,CLEAR,ACTIVE,2026-03-01,OPENED,False,,,NOT_REQUIRED
CUST100131,دينا فؤاد,Dina Fouad,SYN564813462372,MEDIUM,HIGH_RISK,ACTIVE,2026-04-18,REVIEW,False,,,NOT_REQUIRED
CUST100132,أحمد عمر,Ahmed Omar,SYN185679178264,HIGH,CLEAR,ACTIVE,2026-07-26,REVIEW,False,,,NOT_REQUIRED
CUST100133,دينا عمر,Dina Omar,SYN755058969071,MEDIUM,CLEAR,ACTIVE,2026-05-11,PENDING,False,,,NOT_REQUIRED
CUST100134,ياسمين منصور,Yasmine Mansour,SYN978997670394,LOW,CLEAR,ACTIVE,2026-01-09,OPENED,False,,,NOT_REQUIRED
CUST100135,سارة أحمد,Sara Ahmed,SYN386493748866,LOW,CLEAR,ACTIVE,2026-03-17,OPENED,False,,,NOT_REQUIRED
CUST100136,كريم فؤاد,Karim Fouad,SYN515087997253,LOW,PENDING,ACTIVE,2026-03-23,OPENED,False,,,NOT_REQUIRED
CUST100137,محمد محمد,Mohamed Mohamed,SYN482299232333,MEDIUM,CLEAR,ACTIVE,2026-02-28,OPENED,False,,,NOT_REQUIRED
CUST100138,سارة عمر,Sara Omar,SYN146277239101,MEDIUM,CLEAR,ACTIVE,2026-02-20,PENDING,False,,,NOT_REQUIRED
CUST100139,نور سالم,Nour Salem,SYN705037988101,MEDIUM,CLEAR,ACTIVE,2026-04-16,OPENED,False,,,NOT_REQUIRED
CUST100140,عبدالرحمن كمال,Abdelrahman Kamal,SYN418003925561,MEDIUM,CLEAR,ACTIVE,2026-03-21,OPENED,False,,,NOT_REQUIRED
CUST100141,يوسف محمد,Youssef Mohamed,SYN808717487168,LOW,CLEAR,ACTIVE,2026-03-03,OPENED,False,,,NOT_REQUIRED
CUST100142,علي كمال,Ali Kamal,SYN848908067753,MEDIUM,NO_MATCH,ACTIVE,2026-03-28,OPENED,False,,,NOT_REQUIRED
CUST100143,نور يوسف,Nour Youssef,SYN839107707938,MEDIUM,CLEAR,ACTIVE,2026-03-14,OPENED,False,,,NOT_REQUIRED
CUST100144,عبدالرحمن محمود,Abdelrahman Mahmoud,SYN474999398235,LOW,CLEAR,ACTIVE,2026-02-18,OPENED,False,,,NOT_REQUIRED
CUST100145,,Esraa Ibrahim,SYN389391114016,MEDIUM,CLEAR,ACTIVE,2026-04-06,OPENED,False,,,NOT_REQUIRED
CUST100146,محمد إبراهيم,Mohamed Ibrahim,SYN773938701700,LOW,CLEAR,ACTIVE,2026-07-17,OPENED,False,,,NOT_REQUIRED
CUST100147,يوسف عمر,Youssef Omar,SYN821250490458,HIGH,CLEAR,ACTIVE,2026-04-17,REVIEW,False,,,NOT_REQUIRED
CUST100148,آية فؤاد,Aya Fouad,SYN542131701752,MEDIUM,PENDING,ACTIVE,2026-05-06,OPENED,False,,,NOT_REQUIRED
CUST100149,أحمد يوسف,Ahmed Youssef,SYN903727917582,LOW,CLEAR,ACTIVE,2026-07-26,OPENED,False,,,NOT_REQUIRED
CUST100150,إسراء محمد,Esraa Mohamed,SYN229517826470,LOW,CLEAR,ACTIVE,2026-05-09,OPENED,False,,,NOT_REQUIRED
CUST100151,علي إبراهيم,Ali Ibrahim,SYN891161901693,LOW,CLEAR,ACTIVE,2026-02-16,OPENED,False,,,NOT_REQUIRED
CUST100152,عبدالله عبدالله,Abdullah Abdallah,SYN186485709674,MEDIUM,CLEAR,ACTIVE,2026-03-25,OPENED,False,,,NOT_REQUIRED
CUST100153,علي كمال,Ali Kamal,SYN238172969849,MEDIUM,CLEAR,ACTIVE,2026-04-13,OPENED,False,,,NOT_REQUIRED
CUST100154,نور محمود,Nour Mahmoud,SYN580456011946,LOW,CLEAR,ACTIVE,2026-04-10,OPENED,False,,,NOT_REQUIRED
CUST100155,مصطفى سالم,Mostafa Salem,SYN160766632168,MEDIUM,CLEAR,ACTIVE,2026-02-01,OPENED,False,,,NOT_REQUIRED
CUST100156,محمود علي,Mahmoud Ali,SYN147526391260,LOW,HIGH_RISK,ACTIVE,2026-01-23,OPENED,False,,,NOT_REQUIRED
CUST100157,دينا يوسف,Dina Youssef,SYN100466869749,LOW,CLEAR,ACTIVE,2026-03-15,OPENED,False,,,NOT_REQUIRED
CUST100158,هبة محمد,Heba Mohamed,SYN492684993724,LOW,NO_MATCH,ACTIVE,2026-07-11,OPENED,False,,,NOT_REQUIRED
CUST100159,ياسمين محمد,Yasmine Mohamed,SYN797161493163,LOW,CLEAR,ACTIVE,2026-05-31,OPENED,False,,,NOT_REQUIRED
CUST100160,عبدالرحمن سالم,Abdelrahman Salem,SYN131354515251,LOW,NO_MATCH,ACTIVE,2026-06-26,OPENED,False,,,NOT_REQUIRED
CUST100161,مصطفى إبراهيم,Mostafa Ibrahim,SYN687031845819,LOW,NO_MATCH,ACTIVE,2026-02-06,PENDING,False,,,NOT_REQUIRED
CUST100162,نور يوسف,Nour Youssef,SYN840814585674,LOW,CLEAR,ACTIVE,2026-03-28,OPENED,False,,,NOT_REQUIRED
CUST100163,نور إبراهيم,Nour Ibrahim,SYN251200763720,LOW,CLEAR,ACTIVE,2026-05-03,OPENED,False,,,NOT_REQUIRED
CUST100164,نور إبراهيم,Nour Ibrahim,SYN232177361339,MEDIUM,CLEAR,ACTIVE,2026-04-02,OPENED,False,,,NOT_REQUIRED
CUST100165,آية علي,Aya Ali,SYN874720876258,LOW,CLEAR,ACTIVE,2026-03-29,OPENED,False,,,NOT_REQUIRED
CUST100166,سارة أحمد,Sara Ahmed,SYN840812148955,MEDIUM,CLEAR,ACTIVE,2026-03-17,OPENED,False,,,NOT_REQUIRED
CUST100167,عمر محمد,Omar Mohamed,SYN585047589637,LOW,CLEAR,ACTIVE,2026-01-11,OPENED,False,,,NOT_REQUIRED
CUST100168,سارة مراد,Sara Mourad,SYN837279891364,LOW,CLEAR,ACTIVE,2026-06-30,OPENED,False,,,NOT_REQUIRED
CUST100169,محمد كمال,Mohamed Kamal,SYN183480469682,LOW,CLEAR,ACTIVE,2026-07-15,OPENED,False,,,NOT_REQUIRED
CUST100170,محمود منصور,Mahmoud Mansour,SYN455033366144,LOW,NO_MATCH,DORMANT,2026-01-17,OPENED,False,,,PENDING
CUST100171,أحمد منصور,Ahmed Mansour,SYN764017800495,LOW,CLEAR,ACTIVE,2026-03-28,OPENED,False,,,NOT_REQUIRED
CUST100172,ياسمين محمد,Yasmine Mohamed,SYN331706763391,LOW,CLEAR,DORMANT,2026-04-19,OPENED,False,,,PENDING
CUST100173,خالد حسن,Khaled Hassan,SYN777096022990,LOW,NO_MATCH,ACTIVE,2026-06-14,OPENED,False,,,NOT_REQUIRED
CUST100174,مصطفى أحمد,Mostafa Ahmed,SYN553760743951,LOW,CLEAR,ACTIVE,2026-07-27,OPENED,False,,,NOT_REQUIRED
CUST100175,منى محمد,Mona Mohamed,SYN775239389153,LOW,CLEAR,ACTIVE,2026-03-29,OPENED,False,,,NOT_REQUIRED
CUST100176,خالد محمود,Khaled Mahmoud,SYN518211674071,LOW,PENDING,ACTIVE,2026-06-07,OPENED,False,,,NOT_REQUIRED
CUST100177,عمر حسن,Omar Hassan,SYN431113906199,MEDIUM,CLEAR,DORMANT,2026-07-16,OPENED,False,,,PENDING
CUST100178,عبدالله حسين,Abdullah Hussein,SYN297270294830,LOW,CLEAR,ACTIVE,2026-06-24,OPENED,False,,,NOT_REQUIRED
CUST100179,هبة أحمد,Heba Ahmed,SYN287541407291,HIGH,CLEAR,ACTIVE,2026-03-02,REVIEW,False,,,NOT_REQUIRED
CUST100180,عبدالله منصور,Abdullah Mansour,SYN776341729514,MEDIUM,NO_MATCH,ACTIVE,2026-06-21,OPENED,False,,,NOT_REQUIRED
